Mean,Median,Mode,Max,Min,Std,Skewness,Kurtosis,Q1,Q3,IQR,ZCR_mean,ZCR_median,ZCR_std,ZCR_skewness,ZCR_kurtosis,RMSE_mean,RMSE_median,RMSE_std,RMSE_skewness,RMSE_kurtosis,Label
-7.15E-05,-0.000708695,-0.009157957,0.150372192,-0.199540466,0.027903032,-0.431798305,3.633951098,-0.008169612,0.01212754,0.020297152,0.090572827,0.038574219,0.138856097,2.559684088,5.250343486,0.023268018,0.025988545,0.015194076,0.257215764,-0.457590065,Orang1_Fear
-0.000109725,0.000451588,-0.034016881,0.098157197,-0.133058414,0.02580872,-0.562772162,1.477896463,-0.009704029,0.01421292,0.023916949,0.091811236,0.047119141,0.138087395,2.73970869,6.232646912,0.022819776,0.024812277,0.01173013,-0.225669666,-1.006676702,Orang1_Fear
-9.31E-05,-0.000389855,-0.029330447,0.089554787,-0.110457376,0.022847475,-0.3391248,1.650701379,-0.008104567,0.009939907,0.018044475,0.093622296,0.051269531,0.135301242,2.580990159,5.45383149,0.019617924,0.020010449,0.011595001,-0.007257988,-0.886351716,Orang1_Fear
-8.92E-05,-0.000269474,-0.007936144,0.101910383,-0.11188589,0.023914492,-0.444612898,1.441684325,-0.008957589,0.012435286,0.021392875,0.092722423,0.045410156,0.128373199,2.391488103,4.402774108,0.020656826,0.023970809,0.011890102,-0.141794659,-1.011258004,Orang1_Fear
1.27E-05,0.001080733,-0.0559159,0.123593375,-0.173605949,0.04208691,-0.258231,0.153574627,-0.024905839,0.027322844,0.052228683,0.083392034,0.034667969,0.132790724,2.842034016,6.921736234,0.037918601,0.039050877,0.01788309,-0.216865501,0.006968507,Orang1_Fear
0.000269187,0.000578961,-0.042934909,0.118801326,-0.183383226,0.031300623,-0.661147455,2.064567667,-0.009136152,0.016811669,0.025947821,0.099842584,0.041015625,0.148534903,2.219721853,3.835156386,0.026521172,0.030142792,0.016288424,-0.089992519,-1.214313965,Orang1_Fear
0.000101307,0.001111091,-0.007616684,0.12568894,-0.181562543,0.035365615,-0.68169131,2.423842075,-0.007233055,0.012531032,0.019764086,0.160510077,0.060546875,0.181402528,1.128716137,-0.239640836,0.028428197,0.034994978,0.020690292,-0.058250628,-1.623588485,Orang1_Fear
3.79E-05,0.00066096,-0.013893833,0.232938498,-0.284919083,0.053754523,-0.296097644,2.417933502,-0.013638658,0.022645157,0.036283814,0.09061296,0.049316406,0.13302536,2.649114806,5.839293908,0.04292893,0.04796363,0.031818055,0.250582839,-1.051026075,Orang1_Fear
4.75E-05,2.56E-05,-0.04489632,0.14303714,-0.176331028,0.033207804,-0.460076731,1.658271414,-0.010931931,0.016233454,0.027165385,0.089735243,0.047851563,0.123385982,2.317886687,4.15493831,0.028371267,0.033120487,0.017150363,-0.157191128,-0.875606719,Orang1_Fear
-4.08E-05,-3.63E-06,-0.041047193,0.095486149,-0.137154415,0.022241984,-0.663693843,3.159769779,-0.00622183,0.009500577,0.015722407,0.11877917,0.043945313,0.155595701,1.69678973,1.534559915,0.018165154,0.019671395,0.012765969,0.316355721,-0.846118717,Orang1_Fear
-4.99E-05,-0.000276811,-0.043183789,0.114297323,-0.153783113,0.027882854,-0.640196331,2.691585291,-0.008141386,0.013812231,0.021953617,0.113184969,0.050292969,0.139115366,1.833549816,2.229320252,0.023083899,0.026769763,0.015544922,0.284608225,-0.251453582,Orang1_Fear
9.25E-06,0.000401713,-0.010415677,0.108476683,-0.139063865,0.020685302,-0.625577202,3.542161595,-0.00607715,0.008430469,0.014507619,0.145212093,0.052734375,0.151951387,1.241595122,0.165553349,0.017153108,0.018367015,0.011454669,0.338712396,-0.661144394,Orang1_Fear
1.95E-05,0.001109741,-0.057977818,0.135685965,-0.188910753,0.028836465,-0.791518546,3.039464071,-0.010846158,0.016433086,0.027279244,0.096805057,0.037109375,0.149379709,2.193375617,3.291239521,0.024784023,0.026940163,0.014417699,0.167158873,-0.271345252,Orang1_Fear
-7.78E-05,-0.000227535,-0.031306915,0.089270979,-0.122631893,0.020412764,-0.40025741,1.724582024,-0.007359544,0.010000401,0.017359945,0.17105697,0.071289063,0.18944648,1.167100542,-0.175723689,0.017495226,0.019570531,0.010257036,-0.118639579,-1.20651861,Orang1_Fear
1.66E-05,-0.000161168,-0.031254787,0.086826824,-0.105757907,0.021819931,-0.350412171,1.149015414,-0.007022854,0.010045055,0.017067909,0.101523748,0.041992188,0.141261637,2.167929305,3.430392816,0.018433131,0.022812866,0.011644443,-0.310241381,-1.478374041,Orang1_Fear
-9.04E-06,0.000586653,0.002408004,0.170741498,-0.201784417,0.040842097,-0.249419111,2.888001892,-0.013767506,0.018791227,0.032558732,0.107177734,0.064453125,0.133498287,2.712725367,6.387136852,0.033834435,0.032599762,0.022825401,0.62734544,-0.160789523,Orang1_Fear
1.83E-05,0.000974849,-0.073032461,0.123080507,-0.158536732,0.026847534,-0.803175303,3.411848149,-0.006149659,0.010789447,0.016939106,0.131860978,0.050292969,0.154076585,1.477102807,0.643590229,0.021927996,0.022624068,0.015390784,0.280693067,-0.990389538,Orang1_Fear
-2.29E-05,0.000862546,-0.009857336,0.107989505,-0.174641728,0.042956132,-0.408069548,-0.074977342,-0.023528584,0.030512766,0.054041349,0.080989583,0.032226563,0.126557171,2.74797073,6.353436653,0.039295431,0.043652788,0.017099755,-0.697403501,-0.18007151,Orang1_Fear
-4.68E-05,0.000939981,-0.041547112,0.109289512,-0.148057044,0.031627361,-0.525567304,0.81735973,-0.014545904,0.018344626,0.03289053,0.093684016,0.038818359,0.141793589,2.331360642,3.980503889,0.02819984,0.032499455,0.014014699,-0.471366685,-0.679325706,Orang1_Fear
-0.000111888,-0.000167506,-0.064482003,0.174519688,-0.235980123,0.028769435,-0.455318984,3.035101555,-0.009394919,0.0127976,0.022192518,0.114183214,0.0546875,0.141945389,2.267456741,4.239410676,0.024293866,0.028520864,0.015175093,-0.100895156,-1.122434322,Orang1_Fear
2.42E-05,0.00093426,-0.01813462,0.10448882,-0.169939071,0.026189996,-0.777160117,2.709323729,-0.009144139,0.01334668,0.022490819,0.148723493,0.053466797,0.178306027,1.387540757,0.312490315,0.022522906,0.024273384,0.013062209,0.086504728,-0.817730144,Orang1_Fear
4.58E-05,7.91E-06,-0.008542195,0.113356464,-0.144301355,0.027111629,-0.478999842,2.236191161,-0.009745774,0.013271209,0.023016983,0.096409153,0.050048828,0.126787121,2.375160785,4.66006078,0.02312313,0.0267905,0.014006483,-0.084581883,-0.976864675,Orang1_Fear
-7.14E-05,2.45E-05,-0.066365547,0.166439399,-0.181284636,0.036048334,-0.201536092,1.374522509,-0.015686844,0.018492824,0.034179669,0.092014724,0.034667969,0.147332033,2.442652245,4.560125628,0.03058509,0.028928358,0.018575199,0.234706509,-0.756074596,Orang1_Fear
-4.09E-05,0.000483418,-0.003778254,0.095106803,-0.107516661,0.02149027,-0.544003159,1.886975905,-0.007358434,0.010432914,0.017791348,0.096778759,0.043457031,0.13973965,2.4209428,4.467123539,0.018755509,0.021572992,0.010471221,-0.311111232,-1.188844835,Orang1_Fear
0.000189128,0.002029882,-0.025468878,0.075917922,-0.114054918,0.022936547,-0.653920153,1.406235111,-0.011115974,0.013977561,0.025093535,0.102420691,0.048339844,0.146882721,2.38646342,4.333424074,0.020889508,0.022888355,0.009405708,-0.115676856,-0.280071688,Orang1_Fear
0.000173909,0.001035486,-0.057395395,0.065043189,-0.087056369,0.020072946,-0.518199045,1.136189821,-0.005752234,0.009267609,0.015019843,0.126664283,0.052246094,0.136560792,1.398042249,0.718226775,0.016920879,0.019548776,0.010634757,-0.073963389,-1.403112612,Orang1_Fear
5.84E-05,0.000800604,-0.038542043,0.12440148,-0.176241249,0.032908574,-0.247828,1.236541458,-0.012982793,0.015363802,0.028346594,0.088236178,0.03515625,0.136901994,2.566194236,5.458670266,0.02738145,0.031989209,0.018058687,-0.175899943,-1.289449342,Orang1_Fear
-3.89E-05,-5.39E-05,-0.043315575,0.14881523,-0.172576591,0.026426474,-0.422133079,3.543316468,-0.006415762,0.009887194,0.016302957,0.097723138,0.047363281,0.139986917,2.610620847,5.655907417,0.021704884,0.023826696,0.014973504,0.131433164,-0.866912589,Orang1_Fear
-9.74E-06,0.000693456,-0.056340404,0.174834222,-0.180887133,0.028892914,-0.238621891,4.202401484,-0.008976021,0.010410571,0.019386592,0.095423177,0.048828125,0.130548526,2.41904931,4.450410701,0.023521638,0.023808712,0.016610663,0.398134735,-0.643343415,Orang1_Fear
-0.000131228,0.000508289,-0.003307567,0.110905878,-0.143242955,0.024865855,-0.503872867,2.225522027,-0.009542244,0.012912493,0.022454737,0.111196945,0.052246094,0.152971974,2.201463459,3.355748914,0.021860892,0.02443547,0.011586097,0.167988958,-0.181679918,Orang1_Fear
-5.89E-05,0.00062658,-0.014659924,0.102883719,-0.15325585,0.031408239,-0.616431209,1.485000921,-0.010062214,0.015649674,0.025711888,0.095420837,0.043212891,0.139995405,2.413767747,4.420522468,0.026992504,0.031190351,0.015948007,-0.332215041,-1.172413585,Orang1_Fear
1.37E-06,0.000428853,-0.084724218,0.109652206,-0.162721962,0.039408445,-0.429841037,0.523988738,-0.01708873,0.021879619,0.03896835,0.105220734,0.033691406,0.141799753,1.845003007,2.057395951,0.033953492,0.038763981,0.019564008,-0.424695286,-1.128532722,Orang1_Fear
5.41E-05,0.001415631,-0.040699832,0.110017307,-0.155997127,0.03170697,-0.565924824,1.422677454,-0.013572784,0.0163206,0.029893384,0.092370075,0.039550781,0.141399076,2.396404027,4.262312739,0.0276377,0.026976706,0.01520211,-0.017990622,-0.895588503,Orang1_Fear
-7.85E-05,0.000445558,-0.068913355,0.143847644,-0.177484825,0.034186065,-0.477592661,1.798761733,-0.011520851,0.017389943,0.028910794,0.119745511,0.054199219,0.143135029,1.80928525,2.171302318,0.029125975,0.031529032,0.017578617,-0.090715738,-1.065893874,Orang1_Fear
-1.79E-06,0.000897734,-0.078139782,0.132281587,-0.168886393,0.039805081,-0.365633018,1.05587307,-0.014030091,0.018606069,0.03263616,0.099774529,0.048828125,0.14488743,2.341988904,4.002760675,0.03438868,0.036616433,0.019774163,-0.188920746,-1.257894393,Orang1_Fear
-2.88E-05,0.000300488,-0.043455824,0.116514795,-0.16774793,0.027947711,-0.899277913,4.464288296,-0.007228709,0.013251444,0.020480153,0.075800781,0.038574219,0.116279682,2.620369497,5.593841355,0.023335328,0.024873769,0.015318098,0.28076601,-0.531304204,Orang1_Fear
-9.65E-05,-0.00039421,-0.004521048,0.186715886,-0.242246419,0.041381292,-0.527972226,2.605450166,-0.013282951,0.019095447,0.032378398,0.100753556,0.053222656,0.1362335,2.470949312,5.188675445,0.034981348,0.036104519,0.021875041,0.173026976,-0.496139702,Orang1_Fear
-7.61E-05,-0.000423849,-0.056083053,0.117292628,-0.165478811,0.024669524,-0.411540925,3.405302371,-0.008376248,0.009841364,0.018217613,0.10767663,0.055664063,0.149160146,2.131586316,2.986108688,0.020228896,0.019836858,0.013869878,0.526865807,-0.529813317,Orang1_Fear
3.89E-05,0.000606749,-0.042439733,0.089120746,-0.126590773,0.02405021,-0.572267194,1.607659352,-0.008399836,0.011972548,0.020372384,0.119384766,0.048583984,0.146702036,1.597028005,1.027988988,0.020794889,0.02398308,0.012050768,-0.282455393,-1.076950642,Orang1_Fear
0.000154273,0.000981695,0.001652562,0.090723529,-0.111785792,0.022480162,-0.569865476,2.450886514,-0.005461166,0.008147481,0.013608647,0.179531816,0.072753906,0.191709407,1.125550193,-0.426400917,0.018585598,0.02273527,0.012630612,0.011294939,-1.135402612,Orang1_Fear
-7.69E-05,0.000490733,-0.026997879,0.089398682,-0.111651853,0.029421166,-0.116546114,0.783074867,-0.01160092,0.013166979,0.024767898,0.113719995,0.048828125,0.157000811,2.059793837,3.126024166,0.024931937,0.027026523,0.015567061,0.216202143,-0.637823829,Orang1_Fear
-2.47E-05,-0.000290181,-0.001169581,0.219201699,-0.230746508,0.037866846,-0.486188156,2.576711818,-0.007143099,0.016812207,0.023955306,0.11647662,0.060302734,0.137222067,1.641407781,1.268072858,0.030561907,0.035849281,0.021907073,-0.01800519,-1.271364834,Orang1_Fear
3.34E-05,0.000680159,-0.045287721,0.161309421,-0.212989554,0.037120551,-0.863051449,3.806149855,-0.009341904,0.017541005,0.02688291,0.125402114,0.045898438,0.15602969,1.487400474,0.628101249,0.03020918,0.030065987,0.021151559,0.367833244,-0.800046394,Orang1_Fear
6.73E-05,0.000464871,-0.064355209,0.143221736,-0.191314757,0.031059077,-0.636493236,3.302568176,-0.008614307,0.013245316,0.021859623,0.142977087,0.055908203,0.170993466,1.483729704,0.881351059,0.02558404,0.029408213,0.017305719,0.250346117,-0.459248785,Orang1_Fear
-1.03E-05,0.000462145,-0.061242618,0.178340673,-0.171866551,0.038415238,-0.352547677,1.72988254,-0.011406277,0.016509026,0.027915303,0.148423937,0.05078125,0.181967583,1.443266145,0.481523951,0.032203682,0.036179878,0.020497886,-0.149131686,-1.244107285,Orang1_Fear
1.46E-05,0.000422162,-0.070574313,0.137191057,-0.14499405,0.029121188,-0.468898752,1.584786218,-0.010006136,0.014096114,0.02410225,0.134710607,0.05859375,0.150644478,1.66832462,1.640750028,0.025278928,0.028120534,0.014198375,-0.135532766,-1.008125219,Orang1_Fear
3.22E-05,0.000649904,-0.009411262,0.09518075,-0.135344341,0.024433274,-0.502056678,1.535516476,-0.0110481,0.014127556,0.025175656,0.097248134,0.047363281,0.138595348,2.526632481,5.093466603,0.021408653,0.024681989,0.011500024,-0.171790091,-0.133416505,Orang1_Fear
6.67E-05,0.00060631,-0.044266857,0.144102618,-0.180810869,0.032264296,-0.399711963,1.682050027,-0.012904056,0.016405537,0.029309592,0.108203125,0.054199219,0.145834541,2.394942806,4.36488363,0.028071543,0.034049913,0.015542753,-0.199270942,-0.63152795,Orang1_Fear
-4.50E-05,0.001768728,-0.02371629,0.108488455,-0.149424314,0.030369833,-0.728289513,1.490622818,-0.013875145,0.018147081,0.032022227,0.092816521,0.043457031,0.14236106,2.608051983,5.460754649,0.027521208,0.0284131,0.012420759,-0.315253024,-0.686041764,Orang1_Fear
8.28E-05,0.001887014,-0.043106757,0.125576198,-0.163430706,0.0289737,-0.588370687,2.143191846,-0.012963098,0.01584838,0.028811477,0.108494718,0.043945313,0.157486285,2.070354846,2.662697905,0.025760418,0.027231194,0.013131144,0.367436403,0.172387329,Orang1_Fear
-9.48E-05,-8.43E-05,-0.034041017,0.10591387,-0.135474667,0.034106281,-0.237257779,0.671412925,-0.015167395,0.017665222,0.032832617,0.090828588,0.03515625,0.13129639,2.503398003,5.187901998,0.029306468,0.033887833,0.017367054,-0.241131954,-1.026388872,Orang1_Fear
5.37E-05,0.00061044,-0.04278551,0.130030334,-0.167602852,0.029096093,-0.602837831,2.946806023,-0.01043293,0.013803679,0.024236609,0.11873487,0.0625,0.13335172,1.914679059,2.675258618,0.024586653,0.025199616,0.015308795,0.159422712,-0.771806638,Orang1_Fear
0.0001109,0.000706591,-0.038884271,0.140466452,-0.190317094,0.038588557,-0.75217343,2.85664004,-0.009007532,0.016831014,0.025838546,0.093849072,0.051757813,0.121275879,2.601776214,5.731027292,0.031146364,0.033841252,0.022464368,0.127782051,-1.115778217,Orang1_Fear
-2.35E-05,0.000159241,-0.00764504,0.155773908,-0.201488018,0.032080702,-0.457183214,2.135264673,-0.011714692,0.015349577,0.027064269,0.102803548,0.051757813,0.138033163,2.7073427,6.142333258,0.027724035,0.029864162,0.015928887,0.004937209,-0.745212897,Orang1_Fear
-6.91E-05,0.000247635,0.014129996,0.12746723,-0.166363657,0.034581259,-0.418999728,1.315997919,-0.015170387,0.018656266,0.033826653,0.097799862,0.043945313,0.144543162,2.432792381,4.42989169,0.030538635,0.035378896,0.015705112,-0.146960549,-0.589981506,Orang1_Fear
-8.13E-05,0.000902574,-0.079762861,0.11886017,-0.17685166,0.035550121,-0.645823952,1.463997111,-0.010885859,0.018737383,0.029623242,0.141165865,0.045898438,0.164956924,1.308190224,0.322114926,0.030544318,0.038016997,0.017686591,-0.369481617,-1.325254513,Orang1_Fear
-7.49E-05,0.00068544,-0.00173721,0.088111438,-0.132679567,0.028409971,-0.510813245,0.912994069,-0.011254186,0.015929429,0.027183615,0.091126399,0.044921875,0.141376791,2.5135872,4.964297418,0.02483744,0.027315279,0.013649681,-0.292349494,-0.819418802,Orang1_Fear
7.23E-05,0.00045995,-0.024787236,0.139213532,-0.160268545,0.021177962,-0.304518652,4.2011562,-0.005888923,0.008236314,0.014125237,0.136695499,0.055664063,0.171254179,1.615080268,1.147387812,0.017197493,0.020217987,0.01227004,0.410639231,-0.245208657,Orang1_Fear
3.56E-05,0.001300536,-0.040465027,0.13392958,-0.181857139,0.039647777,-0.621502231,2.142975775,-0.015606173,0.021253756,0.03685993,0.089111328,0.043945313,0.128804253,2.642221303,5.885746231,0.03334539,0.035026651,0.021007804,-0.063291029,-0.966024701,Orang1_Fear
-0.000103809,-0.000144899,-0.036924638,0.121001244,-0.163969845,0.027737122,-0.593284516,2.530587909,-0.012945838,0.01594883,0.028894668,0.083725873,0.044677734,0.124395211,2.660698049,5.796778413,0.024248688,0.024702255,0.013106997,0.338481051,0.007758275,Orang1_Fear
-8.02E-06,0.000518385,-0.028606225,0.088174544,-0.120269328,0.02143234,-0.562268728,3.301079502,-0.005754688,0.008310476,0.014065164,0.12129897,0.05078125,0.151484804,1.891020583,2.331355942,0.017252449,0.018687587,0.012477314,0.339640755,-0.650514523,Orang1_Fear
-4.66E-06,0.000432097,-0.020092847,0.137482107,-0.18671678,0.02877211,-0.491777738,2.736678176,-0.009978097,0.013132496,0.023110593,0.092340783,0.043945313,0.152531751,2.606150089,5.431696443,0.023679795,0.024490749,0.016207637,0.195938109,-0.84761773,Orang1_Fear
3.40E-05,-0.000620449,-0.068542965,0.117700525,-0.166517183,0.031219577,-0.581073417,1.527844701,-0.01103577,0.017020099,0.028055869,0.092909071,0.037109375,0.13873622,2.34628021,4.285797881,0.026889719,0.028121576,0.015577933,-0.24786534,-1.063161788,Orang1_Fear
1.99E-05,0.00118055,-0.02667723,0.103257865,-0.152020782,0.033596303,-0.641771798,1.133356789,-0.014658921,0.018590553,0.033249474,0.087967355,0.03125,0.143279003,2.450206144,4.5342071,0.02944703,0.028739836,0.016143303,-0.090419669,-1.043544527,Orang1_Fear
-8.83E-06,0.000226014,-0.012336448,0.105805077,-0.149136186,0.026436655,-0.511144087,2.48985419,-0.007448743,0.011106511,0.018555255,0.106465379,0.055664063,0.137508337,2.4450105,4.717466102,0.021925854,0.025347887,0.014766855,0.001739692,-1.022397189,Orang1_Fear
3.38E-05,0.000714463,-0.016653217,0.108700112,-0.135228977,0.030534124,-0.284514049,2.022768037,-0.007958522,0.009806869,0.017765391,0.136195086,0.043945313,0.170858993,1.35007777,0.132695615,0.024249967,0.02450368,0.018475709,0.480270525,-0.805408622,Orang1_Fear
-2.16E-05,0.000432831,-0.047715105,0.126070753,-0.173144311,0.032740843,-0.683665095,3.471623184,-0.007966896,0.013525951,0.021492847,0.094558944,0.046875,0.14443622,2.59257656,5.583227358,0.026070446,0.027290367,0.019548157,0.432403164,-0.642663404,Orang1_Fear
-7.34E-05,8.78E-06,0.007805887,0.155299962,-0.231142133,0.037694104,-0.6942727,1.83922196,-0.010917787,0.020939181,0.031856968,0.081994259,0.040527344,0.108352516,2.456670637,5.26173752,0.032216303,0.039681412,0.019169534,-0.366597771,-1.036723286,Orang1_Fear
4.57E-05,0.001830175,-0.036475323,0.094485469,-0.117075279,0.0306655,-0.512177433,0.218159727,-0.015434189,0.020461136,0.035895325,0.093360901,0.030029297,0.151404227,2.454987831,4.631638049,0.027879206,0.031892236,0.012241628,-0.862809648,-0.537449152,Orang1_Fear
-3.60E-06,0.000214448,-0.036705717,0.146302849,-0.168714315,0.02840781,-0.382477471,3.214688706,-0.009680642,0.013335832,0.023016474,0.108966984,0.046875,0.150060406,2.305078591,3.938305758,0.02412915,0.025185954,0.014748173,0.500551461,-0.190227767,Orang1_Fear
1.05E-05,0.000412354,-0.025245065,0.126327291,-0.162418008,0.02744874,-0.375754188,2.061305877,-0.008867704,0.013131056,0.02199876,0.158387115,0.0625,0.179103836,1.351479775,0.215901847,0.023689717,0.026571123,0.013734357,-0.229965962,-1.023237892,Orang1_Fear
-8.14E-06,0.000264843,-0.064606845,0.138845772,-0.178613842,0.029820047,-0.697084856,3.580082483,-0.003845535,0.011157642,0.015003177,0.071714889,0.036865234,0.126101603,2.936159453,7.493652906,0.023075501,0.025910791,0.018759634,0.336969403,-0.932397103,Orang1_Fear
-7.08E-05,0.001685953,-0.026198313,0.081647769,-0.120545685,0.026968282,-0.641807323,0.903711929,-0.011126767,0.015724701,0.026851468,0.110213216,0.047119141,0.159434236,2.273288728,3.668149311,0.024812598,0.027581025,0.01052078,-0.652108325,-0.799965766,Orang1_Fear
-3.94E-05,0.000230871,-0.044469222,0.124990277,-0.181305498,0.033139341,-0.509252657,1.865009647,-0.012225592,0.016767967,0.02899356,0.137037194,0.057617188,0.157639905,1.563078357,1.028298239,0.028837984,0.03440373,0.016161462,-0.34063728,-1.028728543,Orang1_Fear
-3.36E-05,0.000418036,0.008625145,0.084230162,-0.115420595,0.026259048,-0.500159824,1.23740153,-0.010022296,0.013265007,0.023287303,0.085863518,0.036865234,0.139455051,2.461345206,4.616444562,0.022459896,0.024606831,0.013341693,-0.158254203,-1.038664429,Orang1_Fear
-3.10E-05,0.000398016,-0.047490902,0.12947014,-0.159122288,0.041447867,-0.379555224,1.062185669,-0.011831055,0.017659735,0.02949079,0.101103812,0.044433594,0.125085942,1.998386801,3.078813265,0.033922657,0.039038554,0.023333179,-0.007383252,-1.116928139,Orang1_Fear
0.000226795,0.000700937,-0.052855112,0.159754246,-0.205293581,0.031274054,-0.513098462,3.435716011,-0.010690851,0.014032969,0.02472382,0.106140137,0.056640625,0.142451619,2.572072736,5.364193317,0.026565146,0.026948359,0.016213859,0.270464638,-0.708768043,Orang1_Fear
-3.38E-05,0.000539936,-0.046482392,0.141625509,-0.132746711,0.033260241,-0.500543399,1.373435962,-0.010237945,0.016333405,0.02657135,0.167308134,0.0703125,0.18832079,1.321038905,0.091380866,0.028626559,0.03306172,0.016658776,-0.208473712,-1.230616833,Orang1_Fear
-9.31E-06,0.000543722,-0.001383268,0.084710881,-0.124978594,0.028132251,-0.775288996,2.007008264,-0.008496995,0.014428993,0.022925988,0.124241185,0.048583984,0.164744843,1.838882045,2.091429706,0.023565218,0.025936335,0.015226969,-0.091142285,-1.233877158,Orang1_Fear
-9.63E-05,-0.000285651,-0.050523892,0.107708722,-0.146559939,0.028786931,-0.4676443,1.133466295,-0.012193376,0.016550263,0.02874364,0.139252534,0.044433594,0.178320695,1.480301869,0.598209969,0.024954109,0.029016869,0.014072056,-0.276500612,-0.884339563,Orang1_Fear
-4.19E-05,0.000311513,-0.006473354,0.118244424,-0.151660234,0.032851521,-0.502705452,2.23603953,-0.007957549,0.012661204,0.020618754,0.112076298,0.052734375,0.124125303,1.778205217,2.520021022,0.026499247,0.030900149,0.019095343,0.06405594,-1.249842302,Orang1_Fear
-4.74E-05,0.001093614,-0.027957032,0.154433593,-0.212914973,0.034868792,-0.656379915,2.874834427,-0.010388431,0.016084805,0.026473236,0.179271025,0.057373047,0.201335207,1.138291105,-0.388862406,0.029182354,0.028797448,0.018626364,0.40660847,-0.516156693,Orang1_Fear
3.69E-05,0.000877218,-0.011987213,0.141296878,-0.200235009,0.033934399,-0.454679183,2.490488612,-0.010054872,0.013080186,0.023135058,0.109670539,0.041992188,0.142303556,1.958877714,2.502358378,0.02786818,0.029312376,0.019210637,0.325099107,-0.842178902,Orang1_Fear
2.17E-05,0.001355609,-0.039309025,0.198421568,-0.177652448,0.036752302,-0.351577237,2.298206092,-0.013459153,0.018785626,0.032244779,0.11344401,0.055175781,0.140460636,2.220245271,3.720058319,0.031165397,0.034675144,0.019459292,0.205487373,-0.338469613,Orang1_Fear
-2.02E-05,0.000223959,0.004111535,0.155955359,-0.194224089,0.029938664,-0.370414391,2.755853334,-0.011957884,0.014432553,0.026390437,0.164253567,0.052246094,0.196900043,1.24037825,-0.157000487,0.02549028,0.027676972,0.015430433,0.3698306,-0.319390509,Orang1_Fear
9.75E-05,0.001069225,-0.033981286,0.091992043,-0.143650204,0.028092107,-0.571662048,1.692275087,-0.008764961,0.012701554,0.021466515,0.129482693,0.056396484,0.137987872,1.592331239,1.43493473,0.023908086,0.02928655,0.014563416,-0.243121999,-1.306208687,Orang1_Fear
-6.00E-05,-0.000230029,-0.062771991,0.172785133,-0.209402665,0.036045734,-0.359239166,3.961393735,-0.008717848,0.013409803,0.022127651,0.196388245,0.083007813,0.202405171,0.95152648,-0.589309724,0.028714426,0.031772137,0.021428267,0.496305164,-0.600103348,Orang1_Fear
8.32E-05,0.000439027,-0.03426154,0.105717093,-0.130655527,0.026544388,-0.536116323,2.393056814,-0.009825092,0.012498183,0.022323275,0.100292969,0.050048828,0.141879019,2.405435612,4.596194628,0.022555888,0.023629587,0.013910606,0.143588715,-0.851312154,Orang1_Fear
1.95E-05,0.000796218,-0.042952009,0.093000978,-0.131512344,0.025931166,-0.644323769,2.228378912,-0.00731736,0.010860709,0.018178069,0.105313066,0.05078125,0.149120178,2.384620793,4.346713442,0.021736171,0.02551695,0.014035926,-0.212244477,-1.439224522,Orang1_Fear
2.03E-05,9.01E-05,-0.056594208,0.110884316,-0.128338084,0.026944859,-0.334616527,1.886253771,-0.010819803,0.01280365,0.023623453,0.106418919,0.041259766,0.142422546,2.007541581,3.043578617,0.022142323,0.023849055,0.01518975,0.361767842,-0.728429168,Orang1_Fear
-6.17E-05,-2.84E-05,-0.074748263,0.144364059,-0.190420836,0.036330927,-0.504379453,2.721959274,-0.013465671,0.0178569,0.031322571,0.106584821,0.042480469,0.159723041,2.207099559,3.373197858,0.030152669,0.028910434,0.020068049,0.561565714,-0.321292859,Orang1_Fear
-1.98E-05,0.000989543,-0.032981366,0.117039494,-0.172745273,0.028312301,-0.610847658,2.253114861,-0.01241334,0.015770294,0.028183634,0.110649957,0.049316406,0.160850994,2.184858532,3.198697906,0.025109606,0.027224094,0.013063278,0.104379423,-0.035210738,Orang1_Fear
3.33E-05,0.000913486,-0.015960626,0.085492425,-0.117375419,0.023091355,-0.667855764,1.736690493,-0.007809851,0.012185159,0.01999501,0.083999399,0.042480469,0.124470395,2.698806777,6.112617596,0.020203477,0.022454487,0.011001606,-0.343473172,-0.917183833,Orang1_Fear
-7.98E-06,-0.000351308,-0.015443801,0.101748973,-0.171405852,0.035229333,-0.672965784,1.873914802,-0.006811858,0.013032708,0.019844566,0.095158811,0.041992188,0.150253369,2.361163709,4.21189181,0.028387969,0.03643284,0.020437218,-0.174158275,-1.735057999,Orang1_Fear
-0.000114704,-0.000547711,-0.001625443,0.13490057,-0.163190514,0.032727588,-0.535169457,2.526503152,-0.010697095,0.015085589,0.025782684,0.103680499,0.040527344,0.156946224,2.21253476,3.527445723,0.027323352,0.028236466,0.017734386,0.0620679,-1.076739622,Orang1_Fear
3.90E-05,3.58E-06,-0.010724356,0.126970917,-0.191636875,0.031399004,-0.74469818,2.771783806,-0.007813733,0.014323431,0.022137164,0.111395733,0.053222656,0.130542446,1.778623516,1.999044665,0.02616371,0.02883891,0.017308027,0.132604723,-0.734810462,Orang1_Fear
-6.13E-05,-0.000300205,-0.037890077,0.097152382,-0.125923648,0.025727451,-0.350532368,1.322467742,-0.009860208,0.013661894,0.023522102,0.103020368,0.037109375,0.146357634,2.124143953,3.276681118,0.02214724,0.024859786,0.012824701,-0.224202603,-1.090762028,Orang1_Fear
